entity_id,entity_type,is_mule,passthrough_ratio,fan_in_count,fan_out_count,layering_depth,sim_switch_count,device_share_count,account_age_days,total_turnover,odd_hour_txn_count,betweenness_centrality,pagerank,in_degree,out_degree,unique_counterparties
INNOCENT_0392,INNOCENT,False,0.2126,4,3,0,1,2,1829.4682,53446.3829,0,0.0274,0.0055,3,4,9
INNOCENT_0393,INNOCENT,False,0.0292,1,5,0,1,1,2232.0487,36385.0783,0,0.0168,0.0016,7,7,10
INNOCENT_0394,INNOCENT,False,0.1181,1,3,0,1,2,2617.9991,14718.8514,2,0.0475,0.0079,1,7,8
INNOCENT_0395,INNOCENT,False,0.1584,1,2,0,1,1,2545.1699,55495.8245,2,0.0072,0.0045,3,5,2
INNOCENT_0396,INNOCENT,False,0.1728,1,1,1,1,2,1919.2315,40198.9852,0,0.0061,0.0024,7,1,8
INNOCENT_0397,INNOCENT,False,0.1974,1,5,1,0,1,1626.4874,116668.1575,0,0.0298,0.0015,2,4,3
INNOCENT_0398,INNOCENT,False,0.1867,1,5,0,1,2,1561.5727,17055.3953,2,0.0259,0.0027,2,1,8
INNOCENT_0399,INNOCENT,False,0.1813,1,4,0,0,1,2622.2819,72066.0036,2,0.0193,0.0048,6,4,3
INNOCENT_0400,INNOCENT,False,0.1981,4,1,0,0,1,984.9055,35301.0781,1,0.0744,0.0013,3,4,3
INNOCENT_0401,INNOCENT,False,0.1002,3,5,0,1,1,2640.9979,45117.7325,2,0.0252,0.0073,2,6,9
INNOCENT_0402,INNOCENT,False,0.3788,3,4,1,1,2,3306.7745,102664.5527,1,0.0284,0.0055,2,4,9
INNOCENT_0403,INNOCENT,False,0.1571,1,4,0,1,2,1401.4101,164489.4913,2,0.0603,0.0019,4,5,11
INNOCENT_0404,INNOCENT,False,0.1922,3,2,1,0,1,1357.5415,143786.387,0,0.076,0.0057,2,4,6
INNOCENT_0405,INNOCENT,False,0.3313,3,2,1,0,1,3481.3813,79627.9573,1,0.0773,0.0059,6,6,2
INNOCENT_0406,INNOCENT,False,0.2345,2,1,0,1,2,2546.6777,182107.8452,0,0.0145,0.0038,3,5,7
INNOCENT_0407,INNOCENT,False,0.0699,3,1,0,1,1,2380.1367,115222.8574,0,0.0361,0.0036,2,3,4
INNOCENT_0408,INNOCENT,False,0.2917,1,2,0,1,2,1982.1791,123787.5591,2,0.0059,0.0022,4,1,9
INNOCENT_0409,INNOCENT,False,0.3344,4,3,0,0,1,1200.0104,118624.4458,0,0.0549,0.0073,5,4,4
INNOCENT_0410,INNOCENT,False,0.2635,3,3,0,0,1,375.65,142688.2043,2,0.0582,0.0074,4,4,4
INNOCENT_0411,INNOCENT,False,0.3311,2,5,1,1,2,2809.6437,54307.2448,2,0.0692,0.0032,5,4,6
INNOCENT_0412,INNOCENT,False,0.3804,3,4,1,1,1,3637.349,31360.5553,1,0.0415,0.0044,4,6,6
INNOCENT_0413,INNOCENT,False,0.2925,5,4,1,0,1,1877.3798,102350.7623,1,0.0402,0.007,1,6,8
INNOCENT_0414,INNOCENT,False,0.3183,4,2,0,1,2,1416.4526,95408.7929,0,0.0204,0.0012,1,5,9
INNOCENT_0415,INNOCENT,False,0.1663,3,5,0,0,2,1615.6569,95322.9101,2,0.0005,0.0074,5,1,1
INNOCENT_0416,INNOCENT,False,0.1804,2,2,1,1,2,3143.2235,79875.607,0,0.0511,0.0027,5,1,11
INNOCENT_0417,INNOCENT,False,0.2146,3,4,0,1,2,2588.7578,199138.2903,0,0.0631,0.0049,3,3,7
INNOCENT_0418,INNOCENT,False,0.3943,5,4,1,1,1,491.1378,140185.3184,2,0.0387,0.0074,7,6,8
INNOCENT_0419,INNOCENT,False,0.0536,1,1,0,1,1,322.3938,145011.989,2,0.0669,0.003,4,7,6
INNOCENT_0420,INNOCENT,False,0.047,1,5,1,0,2,772.2832,161440.0663,0,0.0085,0.0053,1,6,11
INNOCENT_0421,INNOCENT,False,0.076,4,4,0,1,1,762.9969,140154.891,0,0.0359,0.0018,3,4,7
INNOCENT_0422,INNOCENT,False,0.0742,1,4,0,0,1,2507.9877,37164.184,2,0.0011,0.0033,4,2,10
INNOCENT_0423,INNOCENT,False,0.3491,2,4,1,1,1,2045.107,51900.35,2,0.0026,0.0061,7,3,9
INNOCENT_0424,INNOCENT,False,0.0269,3,1,0,0,2,1973.9398,131406.0632,2,0.0626,0.0068,1,4,6
INNOCENT_0425,INNOCENT,False,0.2872,3,3,0,0,2,105.2483,39958.5488,1,0.0272,0.002,6,2,3
INNOCENT_0426,INNOCENT,False,0.2123,1,5,1,0,2,1713.9087,191281.2956,0,0.0223,0.0077,6,7,5
INNOCENT_0427,INNOCENT,False,0.3268,2,5,1,1,2,1560.9564,163285.0484,1,0.0606,0.008,6,4,6
INNOCENT_0428,INNOCENT,False,0.3228,4,5,0,0,2,1495.1892,171490.6002,0,0.0231,0.0059,7,1,11
INNOCENT_0429,INNOCENT,False,0.2462,2,4,0,0,2,595.7118,182048.9155,2,0.0795,0.0052,2,2,1
INNOCENT_0430,INNOCENT,False,0.0261,1,1,1,1,2,1488.7251,89522.3161,2,0.0471,0.0047,3,5,10
INNOCENT_0431,INNOCENT,False,0.2855,3,1,1,0,1,74.22,25999.3841,1,0.0275,0.0076,4,1,7
INNOCENT_0432,INNOCENT,False,0.2081,5,4,0,0,2,41.0812,124315.7951,2,0.0748,0.0065,1,6,9
INNOCENT_0433,INNOCENT,False,0.3297,2,5,1,0,2,243.2735,41108.7877,2,0.0047,0.0062,4,3,10
INNOCENT_0434,INNOCENT,False,0.3681,5,1,1,1,1,1746.0835,168209.9531,0,0.0056,0.0011,7,1,9
INNOCENT_0435,INNOCENT,False,0.3246,3,5,0,0,1,2088.1396,47624.8246,1,0.076,0.0064,6,4,10
INNOCENT_0436,INNOCENT,False,0.2078,3,5,1,0,2,2404.5503,11338.5482,0,0.0714,0.0058,7,7,6
INNOCENT_0437,INNOCENT,False,0.1945,2,4,1,1,1,1991.4927,132233.9877,2,0.0596,0.0018,7,3,6
INNOCENT_0438,INNOCENT,False,0.2355,3,1,1,0,1,460.1557,102896.3448,0,0.0133,0.0051,2,2,5
INNOCENT_0439,INNOCENT,False,0.0781,4,4,1,0,1,1919.6305,64700.8484,0,0.0377,0.0069,2,4,11
INNOCENT_0440,INNOCENT,False,0.1213,3,1,1,1,1,757.6785,152298.8618,1,0.0415,0.0056,1,3,7
INNOCENT_0441,INNOCENT,False,0.0721,3,3,1,0,1,2847.4554,159803.5631,2,0.0016,0.0029,6,6,6
INNOCENT_0442,INNOCENT,False,0.2382,3,5,0,0,1,621.614,74884.817,2,0.0042,0.0062,2,2,7
INNOCENT_0443,INNOCENT,False,0.3101,2,5,1,1,1,38.0914,102621.4657,0,0.0144,0.0053,3,2,3
INNOCENT_0444,INNOCENT,False,0.2369,2,2,1,0,2,887.4354,6936.5895,0,0.0247,0.0073,6,6,2
INNOCENT_0445,INNOCENT,False,0.2303,2,1,1,1,2,885.3702,59981.1103,1,0.0033,0.0032,3,2,10
INNOCENT_0446,INNOCENT,False,0.3648,3,1,1,0,2,1801.4803,111389.1853,1,0.0016,0.0069,4,7,7
INNOCENT_0447,INNOCENT,False,0.2642,4,2,1,0,1,569.2997,117228.6052,0,0.066,0.0039,1,5,5
INNOCENT_0448,INNOCENT,False,0.1309,2,5,1,0,2,629.224,132046.9691,0,0.0794,0.0026,1,7,11
INNOCENT_0449,INNOCENT,False,0.2592,2,1,0,1,1,2399.5433,107727.6357,2,0.0663,0.0078,2,4,6
INNOCENT_0450,INNOCENT,False,0.2544,5,4,1,0,1,1044.3273,155390.3299,2,0.009,0.003,6,4,11
